               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.032247,            0.022824,                   0,             0.79524,             0.62191,             0.74308,             0.38855,            0.029269,            0.011801,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.032178,            0.022761,                   0,             0.86665,                0.64,             0.75785,             0.35857,            0.030268,            0.011061,                   0,            0.002278,            0.002278,            0.002278
                  41,             0.03169,            0.022409,                   0,             0.72744,                0.68,             0.71695,             0.36188,            0.030211,            0.010324,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.031279,            0.021652,                   0,              0.6664,             0.79908,             0.78025,             0.37481,            0.031436,           0.0099492,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.030769,            0.022003,                   0,             0.74568,                0.72,             0.72096,             0.35217,            0.030865,             0.01101,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.031214,            0.022398,                   0,             0.69968,                0.76,             0.72167,             0.37877,            0.030296,            0.010828,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.030592,            0.022424,                   0,             0.74576,                0.76,             0.74509,              0.3733,            0.030553,            0.010646,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.030361,            0.021402,                   0,             0.75043,                0.76,             0.77917,             0.36907,            0.030746,            0.010185,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.030165,            0.021605,                   0,             0.75657,                0.76,             0.74795,              0.3477,            0.030738,             0.01027,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.029759,            0.021262,                   0,             0.78391,                0.72,             0.75205,             0.38064,            0.029508,            0.010424,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.030026,            0.021381,                   0,             0.73083,                0.76,             0.78319,             0.38629,            0.029936,            0.010634,                   0,            0.000496,            0.000496,            0.000496
