               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.024861,            0.018814,                   0,             0.78678,             0.69164,             0.76255,             0.46449,            0.036153,            0.027233,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.024693,            0.018544,                   0,             0.76006,             0.67147,             0.74858,             0.45669,            0.037689,            0.027637,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.023819,            0.017759,                   0,              0.7872,               0.683,              0.7578,             0.46898,             0.03617,            0.027266,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.024799,            0.018519,                   0,              0.7869,             0.67147,             0.74973,             0.45998,            0.036284,            0.026873,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.024012,            0.017729,                   0,             0.83579,             0.62824,              0.7537,             0.46045,            0.036201,            0.025832,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.023872,            0.018076,                   0,             0.81403,             0.65994,              0.7532,             0.46085,            0.036752,            0.026672,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.024041,            0.018416,                   0,              0.7727,             0.67435,             0.74122,             0.45877,            0.036798,            0.026698,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.024189,            0.017599,                   0,             0.79616,             0.66282,             0.75296,             0.46586,            0.036277,            0.026544,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.023411,            0.016886,                   0,             0.76788,               0.683,             0.74591,              0.4611,            0.036545,             0.02685,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.023063,            0.017213,                   0,             0.78679,             0.66997,             0.74657,              0.4612,             0.03657,            0.027017,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.022673,            0.017188,                   0,             0.81038,             0.67435,             0.75496,             0.46655,            0.035989,             0.02698,                   0,            0.000496,            0.000496,            0.000496
