               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.026439,            0.019801,                   0,             0.75408,             0.62741,             0.70395,              0.4261,            0.036532,            0.024676,                   0,            0.002476,            0.002476,            0.002476
                  40,             0.02596,            0.019488,                   0,             0.74613,             0.66859,             0.72293,             0.43379,            0.036314,            0.024031,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.025208,            0.018863,                   0,             0.76312,              0.6513,             0.71888,             0.44227,            0.036513,            0.024321,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.026223,            0.019287,                   0,             0.76951,             0.64464,             0.72921,             0.44018,            0.036521,            0.023911,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.025148,            0.018581,                   0,             0.78477,             0.65147,             0.72861,             0.45284,            0.035756,            0.024293,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.025287,            0.018991,                   0,             0.73465,             0.68012,             0.72754,             0.44848,            0.035772,            0.024315,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.025594,            0.019089,                   0,             0.80664,             0.63401,             0.73725,             0.45854,            0.035609,            0.024956,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.025574,            0.018509,                   0,             0.76696,             0.67147,              0.7395,             0.45482,            0.035891,            0.024891,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.024706,            0.017648,                   0,              0.8164,             0.64553,             0.73841,             0.45919,            0.035781,            0.024825,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.023959,            0.017598,                   0,             0.81146,             0.65706,             0.74306,             0.45964,            0.036129,            0.025041,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.023786,            0.018131,                   0,             0.82893,             0.64234,             0.73797,             0.45351,            0.036123,            0.024879,                   0,            0.000496,            0.000496,            0.000496
