               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.026509,            0.019922,                   0,             0.76165,             0.69452,              0.7469,             0.45167,             0.03553,            0.023288,                   0,            0.002476,            0.002476,            0.002476
                  40,            0.025697,            0.019552,                   0,             0.76719,               0.683,             0.74164,             0.44593,            0.035661,             0.02323,                   0,            0.002278,            0.002278,            0.002278
                  41,            0.025052,            0.018617,                   0,             0.76663,             0.71003,             0.75076,             0.45021,            0.036322,             0.02274,                   0,             0.00208,             0.00208,             0.00208
                  42,            0.025974,            0.019354,                   0,             0.76983,             0.69741,             0.75362,             0.44919,            0.036345,            0.022029,                   0,            0.001882,            0.001882,            0.001882
                  43,            0.024961,            0.018604,                   0,              0.8063,             0.67435,             0.76037,             0.45954,            0.035309,            0.022576,                   0,            0.001684,            0.001684,            0.001684
                  44,            0.024917,            0.018625,                   0,             0.79654,             0.68012,             0.75398,             0.45973,            0.035093,            0.023234,                   0,            0.001486,            0.001486,            0.001486
                  45,            0.025273,            0.018962,                   0,             0.81288,             0.66859,             0.75158,              0.4561,            0.035517,            0.023969,                   0,            0.001288,            0.001288,            0.001288
                  46,            0.025599,            0.018638,                   0,             0.78087,             0.70893,             0.76417,             0.45787,            0.034929,            0.023125,                   0,             0.00109,             0.00109,             0.00109
                  47,            0.024521,             0.01777,                   0,             0.82989,             0.67486,             0.76498,             0.46771,            0.034882,            0.022479,                   0,            0.000892,            0.000892,            0.000892
                  48,            0.023772,            0.017559,                   0,             0.79488,             0.70893,             0.76443,             0.46823,            0.035104,            0.023022,                   0,            0.000694,            0.000694,            0.000694
                  49,            0.023934,            0.017984,                   0,             0.79086,             0.69745,             0.75544,             0.46322,            0.035555,            0.023234,                   0,            0.000496,            0.000496,            0.000496
